id,book_id,isbn,authors,original_publication_year,original_title,average_rating,ratings_count,image_url
2567,9917938,1442429984,Moira Young,2011,Blood Red Road ,3.94,47690,https://images.gr-assets.com/books/1293651959m/9917938.jpg
2568,13131,316014796,"James Patterson, Maxine Paetro",2007,The 6Th Target,4.02,41500,https://images.gr-assets.com/books/1336275870m/13131.jpg
2569,40395,143104888,"Edgar Rice Burroughs, John Seelye",1912,A Princess Of Mars,3.8,34536,https://images.gr-assets.com/books/1332272118m/40395.jpg
2570,17262203,385528787,Margaret Atwood,2013,Maddaddam,3.98,33861,https://images.gr-assets.com/books/1366394020m/17262203.jpg
2571,77770,60264802,"Laura Ingalls Wilder, Garth Williams",1943,These Happy Golden Years,4.17,51432,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2572,19596,812971426,Victoria Finlay,2003,Color: A Natural History Of The Palette,3.74,42256,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2573,5357,99481685,John Grisham,2001,Skipping Christmas,3.47,39486,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2574,24244,446613444,Michael Connelly,1993,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",4.05,36748,https://images.gr-assets.com/books/1372241876m/24244.jpg
2575,12022079,312577206,Kristin Hannah,2012,Home Front,4.12,36972,https://images.gr-assets.com/books/1344319152m/12022079.jpg
2576,16117506,1476731535,Christina Lauren,2013,Beautiful Stranger,4.24,55764,https://images.gr-assets.com/books/1359073239m/16117506.jpg
2577,127459,385730306,Libba Bray,2007,The Sweet Far Thing,3.97,54602,https://images.gr-assets.com/books/1358704741m/127459.jpg
2578,5197,375702709,Ernest J. Gaines,1993,A Lesson Before Dying,3.93,40651,https://images.gr-assets.com/books/1405866945m/5197.jpg
2579,178357,349119759,David Sedaris,1998,Santaland Diaries,4.33,38297,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2580,24820165,1455520616,Nicholas Sparks,2015,See Me,3.93,31774,https://images.gr-assets.com/books/1439564033m/24820165.jpg
2581,7415016,385342047,Sophie Kinsella,2010,Mini Shopaholic,3.7,40137,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2582,857448,60268654,"Gene Zion, Margaret Bloy Graham",1956,Harry The Dirty Dog,4.17,44319,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2583,18144115,145161778X,Jennifer Weiner,2014,All Fall Down,3.61,31249,https://images.gr-assets.com/books/1394567549m/18144115.jpg
2584,393199,015626224X,George Orwell,1933,Down And Out In Paris And London,4.1,34739,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2585,6081685,1427814031,Hiro Fujiwara,2006,会長はメイド様! 1,4.4,36028,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2586,381102,1551924013,Nick Bantock,1991,Griffin & Sabine: An Extraordinary Correspondence,4.01,36496,https://images.gr-assets.com/books/1356716196m/381102.jpg
2587,14061957,080509461X,Leigh Bardugo,2014,Ruin And Rising,4.17,56836,https://images.gr-assets.com/books/1392398530m/14061957.jpg
2588,3503947,9773513912,أحمد خالد توفيق,2008,يوتوبيا,3.9,31669,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2589,421549,743294254,Jennifer Weiner,2000,Certain Girls,3.7,39334,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2590,13152194,030794932X,Cheryl Strayed,2012,Tiny Beautiful Things: Advice On Love And Life From Dear Sugar,4.29,33979,https://images.gr-assets.com/books/1339807006m/13152194.jpg
2591,743599,440244161,Karen Marie Moning,1999,Beyond The Highland Mist,3.99,51854,https://images.gr-assets.com/books/1348924088m/743599.jpg
2592,15654,451203267,Ann Rule,1980,The Stranger Beside Me,4.13,35824,https://images.gr-assets.com/books/1330072383m/15654.jpg
2593,3054684,61284408,Claudia Gray,2009,Stargazer,3.8,49050,https://images.gr-assets.com/books/1306376986m/3054684.jpg
2594,7668,606298231,Michael Crichton,1992,Rising Sun,3.61,38179,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2595,136167,440060672,Sidney Sheldon,1973,The Other Side Of Midnight,3.89,34570,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2596,7936809,316069485,Michael Connelly,2010,The Reversal,4.13,34973,https://images.gr-assets.com/books/1421934033m/7936809.jpg
2597,10065,380731509,"Louis Sachar, Joel Schick",1989,Wayside School Is Falling Down,4.17,45631,https://images.gr-assets.com/books/1405055796m/10065.jpg
2598,7274337,307713547,"Julie Orringer, Arthur Morey",2010,The Invisible Bridge,4.19,35122,https://images.gr-assets.com/books/1274139506m/7274337.jpg
2599,15861491,61974618,Pittacus Lore,2013,The Fall Of Five,4.24,41533,https://images.gr-assets.com/books/1375365364m/15861491.jpg
2600,56759,141439785,"Thomas Hardy, Keith Wilson",1886,The Mayor Of Casterbridge,3.8,40063,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2601,8732,9780141962820.0,John Steinbeck,1933,The Red Pony,3.42,37535,https://images.gr-assets.com/books/1391231816m/8732.jpg
2602,498389,99478536,Jo Nesbø,2003,Marekors ,4.03,32907,https://images.gr-assets.com/books/1328611163m/498389.jpg
2603,5159,425169693,Alice Hoffman,1997,Here On Earth ,3.68,38954,https://images.gr-assets.com/books/1388299278m/5159.jpg
2604,119091,679436545,"Anne Rice, Tim Curry",1994,Taltos,3.78,40915,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2605,190361,9780515134510.0,Laurell K. Hamilton,2000,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",4.08,51571,https://images.gr-assets.com/books/1327139907m/190361.jpg
2606,9268487,345503821,Peter V. Brett,2013,The Daylight War,4.23,34419,https://images.gr-assets.com/books/1360777092m/9268487.jpg
2607,1248179,385515049,John Grisham,2008,The Appeal,3.58,39100,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2608,13830,689878583,Tamora Pierce,1986,The Woman Who Rides Like A Man,4.2,53413,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2609,8680417,034552425X,Ben Aaronovitch,2011,Rivers Of London,3.92,21519,https://images.gr-assets.com/books/1389055317m/8680417.jpg
2610,9303,60090375,Marian Keyes,1996,Lucy Sullivan Is Getting Married,3.74,38473,https://images.gr-assets.com/books/1407707569m/9303.jpg
2611,34501,055255264X,Terry Pratchett,2004,A Hat Full Of Sky,4.29,43460,https://images.gr-assets.com/books/1319037274m/34501.jpg
2612,50365,60786523,Vikram Seth,1993,A Suitable Boy,4.1,33973,https://images.gr-assets.com/books/1329421639m/50365.jpg
2613,22738563,,Chimamanda Ngozi Adichie,2014,We Should All Be Feminists,4.47,46048,https://images.gr-assets.com/books/1430821222m/22738563.jpg
2614,8087906,1841497975,Patricia Briggs,2011,River Marked,4.26,52220,https://images.gr-assets.com/books/1305738320m/8087906.jpg
2615,4135,446578843,Amy Sedaris,2006,I Like You: Hospitality Under The Influence,3.87,34212,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2616,22320,425198685,William Gibson,2003,Pattern Recognition,3.86,34917,https://images.gr-assets.com/books/1288326931m/22320.jpg
2617,21936809,62267523,Peter  Swanson,2015,The Kind Worth Killing,4.03,35225,https://images.gr-assets.com/books/1417981750m/21936809.jpg
2618,11525,761104844,Patricia Schultz,2003,"1,000 Places To See Before You Die",3.83,33025,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2619,355916,60577371,"Angie Sage, Mark Zug",2007,Physik,3.99,42838,https://images.gr-assets.com/books/1398052658m/355916.jpg
2620,6667,141311401,"Roald Dahl, Quentin Blake",1984,Boy: Tales Of Childhood,4.09,38240,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2621,10890,385496095,Anne Lamott,1999,Traveling Mercies: Some Thoughts On Faith,4.15,36466,https://images.gr-assets.com/books/1403182174m/10890.jpg
2622,184657,1416548009,Vince Flynn,2004,Memorial Day,4.3,31864,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2623,13836,1416903437,Tamora Pierce,1992,"Wild Magic (Immortals, #1)",4.32,52165,https://images.gr-assets.com/books/1166573613m/13836.jpg
2624,30013,,Isaac Asimov,1988,Prelude To Foundation,4.05,40342,https://images.gr-assets.com/books/1335782474m/30013.jpg
2625,56728,1859855423,Max Lucado,1997,You Are Special: A Story For Everyone,4.45,41052,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2626,18798983,399171614,Renee Ahdieh,2015,The Wrath & The Dawn,4.19,58175,https://images.gr-assets.com/books/1417956963m/18798983.jpg
2627,6260997,307267148,"Nicholas D. Kristof, Sheryl WuDunn",2008,Half The Sky: Turning Oppression Into Opportunity For Women Worldwide,4.31,37270,https://images.gr-assets.com/books/1320486170m/6260997.jpg
2628,10798418,316127256,"Daniel Handler, Maira Kalman",2011,Why We Broke Up,3.49,41202,https://images.gr-assets.com/books/1348728685m/10798418.jpg
2629,18243700,1408852594,Sarah J. Maas,2014,The Assassin'S Blade,4.48,53227,https://images.gr-assets.com/books/1384362444m/18243700.jpg
2630,2807199,1400064759,Curtis Sittenfeld,2008,American Wife,3.72,38537,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2631,29394,441014348,Jim Butcher,2006,Cursor'S Fury,4.36,41344,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2632,334176,449912558,Mary Doria Russell,1996,The Sparrow,4.17,40781,https://images.gr-assets.com/books/1230829367m/334176.jpg
2633,10910,743422449,Jodi Picoult,1996,Mercy,3.57,37252,https://images.gr-assets.com/books/1299040130m/10910.jpg
2634,20727654,1477823832,Charlie N. Holmberg,2014,The Paper Magician,3.63,25934,https://images.gr-assets.com/books/1405618531m/20727654.jpg
2635,6023056,61728977,Steve Harvey,2009,"Act Like A Lady, Think Like A Man",3.82,29059,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2636,10335318,385526261,Candice Millard,2011,"Destiny Of The Republic: A Tale Of Madness, Medicine And The Murder Of A President",4.19,34460,https://images.gr-assets.com/books/1327883084m/10335318.jpg
2637,89724,143039970,"Shirley Jackson, Jonathan Lethem",1962,We Have Always Lived In The Castle,4.05,43602,https://images.gr-assets.com/books/1415357189m/89724.jpg
2638,56405,1591451876,Emerson Eggerichs,2004,Love And Respect: The Love She Most Desires; The Respect He Desperately Needs,4.17,32858,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2639,2761626,316166294,Michael Connelly,2008,The Brass Verdict,4.08,36497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2640,216442,553560719,Timothy Zahn,1992,Star Wars: Dark Force Rising,4.14,37197,https://images.gr-assets.com/books/1451092000m/216442.jpg
2641,17262159,385344341,Lee Child,2013,Never Go Back ,4.02,27578,https://images.gr-assets.com/books/1467947214m/17262159.jpg
2642,183656,60575808,Gail Carson Levine,2001,The Two Princesses Of Bamarre,4.02,55218,https://images.gr-assets.com/books/1442734248m/183656.jpg
2643,228630,60929782,"Richard Wright, Jerry W. Ward Jr.",1945,Black Boy: A Record Of Youth And Childhood,4.02,36840,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2644,5167,446678457,Lalita Tademy,2001,Cane River,4.04,38013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2645,43884,765305240,Terry Goodkind,2006,"Phantom (Sword Of Truth, #10)",3.99,35131,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2646,29582,553587579,Isaac Asimov,1986,Foundation And Earth,4.02,39003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2647,10058,553384155,"James D. Bradley, Ron Powers",2000,Flags Of Our Fathers,4.18,37561,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2648,99111,525444475,"A.A. Milne, Ernest H. Shepard",1926,Winnie-The-Pooh & The House At Pooh Corner,4.43,32504,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2649,112803,807059099,Mahatma Gandhi,1940,An Autobiography Or The Story Of My Experiments With Truth,4.07,28177,https://images.gr-assets.com/books/1320560971m/112803.jpg
2650,2265,425179613,"Lance Armstrong, Sally Jenkins",1999,It'S Not About The Bike: My Journey Back To Life,3.72,31963,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2651,45546,074347788X,Stephen E. Ambrose,1996,Undaunted Courage,4.22,32875,https://images.gr-assets.com/books/1408925996m/45546.jpg
2652,18803640,224097008,Helen Macdonald,2015,H Is For Hawk,3.74,30841,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2653,21423525,034089699X,David Nicholls,2014,Us,3.66,28856,https://images.gr-assets.com/books/1406116779m/21423525.jpg
2654,66695,1560760478,R.A. Salvatore,1990,Sojourn (Dark Elf #3),4.23,38242,https://images.gr-assets.com/books/1322861953m/66695.jpg
2655,6393082,785135804,"Christopher Yost, Orson Scott Card, Pasqual Ferry, Frank D'Armata",2009,"Ender'S Game, Volume 1: Battle School (Ender'S Saga)",4.37,32247,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2656,6218007,1421527553,"Karuho Shiina, Tomo Kimura",2006,君に届け 1,4.23,37369,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2657,182425,553580221,Dean Koontz,1999,False Memory,3.87,36882,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2658,34510,552152943,Terry Pratchett,1990,Moving Pictures,3.91,42892,https://images.gr-assets.com/books/1320456553m/34510.jpg
2659,12513614,2940011444940.0,C.J. Roberts,2011,Captive In The Dark,4.01,55542,https://images.gr-assets.com/books/1315343569m/12513614.jpg
2660,81959,1585425648,James Allen,1902,As A Man Thinketh,4.29,29122,https://images.gr-assets.com/books/1303439193m/81959.jpg
2661,2082136,393064646,Mary Roach,2008,Bonk: The Curious Coupling Of Science And Sex,3.83,38157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2662,544257,451222385,Rachel Caine,2007,Midnight Alley,4.11,49083,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2663,23278537,553418777,"Nina George, Simon Pare",2013,Das Lavendelzimmer ,3.51,34383,https://images.gr-assets.com/books/1412462018m/23278537.jpg
2664,13562049,224097377,Ian McEwan,2012,Sweet Tooth,3.4,32637,https://images.gr-assets.com/books/1344373046m/13562049.jpg
2665,17333880,,Abbi Glines,2013,"Twisted Perfection (Perfection, #1)",4.26,57408,https://images.gr-assets.com/books/1360904964m/17333880.jpg
2666,19675,6479758,Tom Clancy,1996,Executive Orders,4.04,35513,https://images.gr-assets.com/books/1419127064m/19675.jpg
2667,8592946,310321913,Ann Voskamp,2011,One Thousand Gifts,4.03,33960,https://images.gr-assets.com/books/1393970725m/8592946.jpg
2668,156427,747545251,Robert Bloch,1959,Psycho,4.09,36153,https://images.gr-assets.com/books/1393286878m/156427.jpg
2669,45100,000649885X,Robin Hobb,1998,Ship Of Magic,4.12,37381,https://images.gr-assets.com/books/1360507722m/45100.jpg
2670,148337,1560254556,"Alistair MacLean, Clint Willis",1967,Where Eagles Dare ,4.12,35233,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2671,41977,99498596,Maeve Binchy,1990,Circle Of Friends,4.0,43936,https://images.gr-assets.com/books/1342486126m/41977.jpg
2672,23513349,1502784270,Rupi Kaur,2014,Milk And Honey,4.27,73104,https://images.gr-assets.com/books/1491595510m/23513349.jpg
2673,5720,425170349,Tom Clancy,1998,Rainbow Six,4.07,35278,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2674,16788,60515228,Neil Gaiman,2006,Fragile Things: Short Fictions And Wonders,4.02,38942,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2675,8196732,749942010,Rosamund Lupton,2010,Sister,3.77,35893,https://images.gr-assets.com/books/1320189763m/8196732.jpg
2676,20518872,765377063,"Liu Cixin, Ken Liu",2007,三体,4.0,33409,https://images.gr-assets.com/books/1415428227m/20518872.jpg
2677,48002,61031321,Terry Pratchett,2001,Thief Of Time,4.25,42002,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2678,154798,1401201911,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",2003,Superman: Red Son,4.17,35438,https://images.gr-assets.com/books/1298557533m/154798.jpg
2679,227593,385721420,Julia Glass,2002,Three Junes,3.56,35677,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2680,52309,743255062,"Benjamin Franklin, Lewis Leary",1791,The Autobiography Of Benjamin Franklin,3.83,33061,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2681,1858013,525950494,Timothy J. Keller,2007,The Reason For God: Belief In An Age Of Skepticism,4.2,31692,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2682,12891107,1937007472,Mark  Lawrence,2012,King Of Thorns,4.2,33941,https://images.gr-assets.com/books/1322539112m/12891107.jpg
2683,12160906,1250000971,Jeffrey Archer,2012,The Sins Of The Father,4.01,27456,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2684,187811,60725117,Meg Cabot,2000,Shadowland,4.04,51580,https://images.gr-assets.com/books/1327886166m/187811.jpg
2685,3047849,61566128,Sara Shepard,2009,Killer ,4.07,39702,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2686,4898,1591396190,"W. Chan Kim, Renée Mauborgne",2004,Blue Ocean Strategy: How To Create Uncontested Market Space And Make Competition Irrelevant,3.86,30665,https://images.gr-assets.com/books/1416445924m/4898.jpg
2687,6431790,316036196,James Patterson,2010,Fang,4.07,48964,https://images.gr-assets.com/books/1344269411m/6431790.jpg
2688,8546358,553807226,Sarah Addison Allen,2011,The Peach Keeper ,3.84,45468,https://images.gr-assets.com/books/1320549305m/8546358.jpg
2689,815234,152026320,"Audrey Wood, Don    Wood",1984,The Napping House,4.27,37773,https://images.gr-assets.com/books/1410229873m/815234.jpg
2690,27239265,,Matthew FitzSimmons,2015,"The Short Drop (Gibson Vaughn, #1)",4.15,32641,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2691,33453,60590297,Christopher Moore,2007,You Suck ,3.82,38818,https://images.gr-assets.com/books/1331323414m/33453.jpg
2692,18104607,,Jamie McGuire,2014,Beautiful Oblivion,4.13,54391,https://images.gr-assets.com/books/1398284779m/18104607.jpg
2693,77711,812515285,Vernor Vinge,1992,A Fire Upon The Deep,4.13,37986,https://images.gr-assets.com/books/1333915005m/77711.jpg
2694,6709,1577311957,Eckhart Tolle,1999,"Practicing The Power Of Now: Essential Teachings, Meditations, And Exercises From The Power Of Now",4.25,29256,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2695,19469,038532328X,Caroline B. Cooney,1990,The Face On The Milk Carton,3.72,43334,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2696,413158,067984483X,Robert Lopshire,1960,Put Me In The Zoo,4.13,38809,https://images.gr-assets.com/books/1327947254m/413158.jpg
2697,6448470,61935085,Sophie Jordan,2010,"Firelight (Firelight, #1)",3.88,51815,https://images.gr-assets.com/books/1269737893m/6448470.jpg
2698,9809,156453800,"Italo Calvino, William Weaver",1972,Le Città Invisibili,4.19,32253,https://images.gr-assets.com/books/1468623303m/9809.jpg
2699,11096647,,Jessica Park,2011,Flat-Out Love ,4.01,47644,https://images.gr-assets.com/books/1333821470m/11096647.jpg
2700,17905709,1741666708,Richard Flanagan,2013,The Narrow Road To The Deep North,4.0,25197,https://images.gr-assets.com/books/1374734363m/17905709.jpg
2701,26582,452281423,"A.N. Roquelaure, Anne Rice",1983,The Claiming Of Sleeping Beauty,3.28,38387,https://images.gr-assets.com/books/1340735794m/26582.jpg
2702,6114607,143116231,Jennifer Worth,2002, Call The Midwife : A True Story Of The East End In The 1950S,4.17,19176,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2703,10882,222109073X,Hunter S. Thompson,1966,Hell'S Angels,4.0,27819,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2704,9758764,1451617720,Jennifer Weiner,2010,Then Came You,3.69,36469,https://images.gr-assets.com/books/1308787263m/9758764.jpg
2705,395922,61020001,L.J. Smith,1991,The Awakening,3.41,44222,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2706,73070,380776839,Susan Elizabeth Phillips,1994,It Had To Be You,4.04,45961,https://images.gr-assets.com/books/1297088239m/73070.jpg
2707,13707738,393343448,Michael   Lewis,2011,Boomerang: Travels In The New Third World,3.87,15616,https://images.gr-assets.com/books/1345046879m/13707738.jpg
2708,7227174,743294270,Jennifer Weiner,2010,Fly Away Home,3.66,37026,https://images.gr-assets.com/books/1267210300m/7227174.jpg
2709,14662,140447644,"Stendhal, Roger Gard",1830,Le Rouge Et Le Noir,3.87,33346,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2710,16183,743269268,Philippa Gregory,2004,The Virgin'S Lover,3.69,40065,https://images.gr-assets.com/books/1441424964m/16183.jpg
2711,332775,340893605,Catherine Fisher,2007,Incarceron,3.64,43524,https://images.gr-assets.com/books/1327414514m/332775.jpg
2712,10800916,312624689,C.C. Hunter,2011,Awake At Dawn,4.29,46269,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2713,452157,451213041,Bev Vincent,2004,The Road To The Dark Tower: Exploring Stephen King'S Magnum Opus,4.29,32163,https://images.gr-assets.com/books/1309204235m/452157.jpg
2714,9462795,62011995,Josephine Angelini,2011,Starcrossed,4.08,49448,https://images.gr-assets.com/books/1358266716m/9462795.jpg
2715,7739934,312590989,Alyson Noel,2010,Night Star,3.82,43998,https://images.gr-assets.com/books/1362336383m/7739934.jpg
2716,67238,553282980,N.H. Kleinbaum,1988,Dead Poets Society ,4.21,33645,https://images.gr-assets.com/books/1359814692m/67238.jpg
2717,23745132,,Emily Bleeker,2015,Wreckage,3.66,25533,https://images.gr-assets.com/books/1422826024m/23745132.jpg
2718,63720,552154229,Terry Pratchett,1999,The Fifth Elephant,4.24,40138,https://images.gr-assets.com/books/1327961702m/63720.jpg
2719,1524173,1741661285,John Flanagan,2006,The Sorcerer In The North,4.25,39795,https://images.gr-assets.com/books/1327918728m/1524173.jpg
2720,639864,876120834,Paramahansa Yogananda,1946,Autobiography Of A Yogi,4.22,26713,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2721,9595650,345522494,Kevin Hearne,2011,"Hexed (Iron Druid Chronicles, #2)",4.22,39926,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2722,1325218,590431978,"Alvin Schwartz, Stephen Gammell",1981,Scary Stories To Tell In The Dark,4.05,38879,https://images.gr-assets.com/books/1440189576m/1325218.jpg
2723,26109394,525955097,Harlan Coben,2016,Fool Me Once,3.9,30788,https://images.gr-assets.com/books/1443190440m/26109394.jpg
2724,27323,679721037,John Hersey,1946,Hiroshima,3.94,41338,https://images.gr-assets.com/books/1499717742m/27323.jpg
2725,6316171,316041440,Jennifer Brown,2009,Hate List,4.03,39677,https://images.gr-assets.com/books/1479653095m/6316171.jpg
2726,15283043,62235656,Kasie West,2013,The Distance Between Us,3.95,44366,https://images.gr-assets.com/books/1358144875m/15283043.jpg
2727,3873,517223120,Karen Armstrong,1975,"A History Of God: The 4,000-Year Quest Of Judaism, Christianity, And Islam",3.85,32506,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2728,16131032,316129070,James S.A. Corey,2013,Abaddon'S Gate,4.18,27860,https://images.gr-assets.com/books/1407572059m/16131032.jpg
2729,5932,143039962,"Pablo Neruda, W.S. Merwin, Cristina García",1924,Veinte Poemas De Amor Y Una Canción Desesperada,4.33,31606,https://images.gr-assets.com/books/1447622711m/5932.jpg
2730,382549,425116840,Tom Clancy,1988,The Cardinal Of The Kremlin,4.01,37672,https://images.gr-assets.com/books/1319381380m/382549.jpg
2731,1062516,590930028,David Shannon,1998,"No, David!",4.11,36963,https://images.gr-assets.com/books/1360058223m/1062516.jpg
2732,18414,140449108,"Thomas More, Paul Turner",1516,"Libellus Vere Aureus, Nec Minus Salutaris Quam Festivus, De Optimo Rei Publicae Statu Deque Nova Insula Utopia",3.5,36680,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2733,1099301,316113662,"Pseudonymous Bosch, Gilbert Ford",2007,The Name Of This Book Is Secret,4.04,39440,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2734,18053060,62280678,Danielle  Paige,2014,Dorothy Must Die,3.84,44785,https://images.gr-assets.com/books/1381437107m/18053060.jpg
2735,16429,553804790,Dean Koontz,2006,The Husband,3.8,36233,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2736,7048800,385501129,Aimee Bender,2010,The Particular Sadness Of Lemon Cake,3.19,42885,https://images.gr-assets.com/books/1320541766m/7048800.jpg
2737,6588,446610224,James Patterson,2003,The Big Bad Wolf  ,3.97,37060,https://images.gr-assets.com/books/1388328154m/6588.jpg
2738,533465,385722206,"Dai Sijie, Ina Rilke",2000,Balzac Et La Petite Tailleuse Chinoise,3.63,39927,https://images.gr-assets.com/books/1403188885m/533465.jpg
2739,18813642,62282719,Roxane Gay,2014,Bad Feminist ,3.91,41012,https://images.gr-assets.com/books/1421292744m/18813642.jpg
2740,226709,671729470,V.C. Andrews,1980,Petals On The Wind,3.82,40354,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2741,6690,375814256,"Roald Dahl, Quentin Blake",1975,Danny: The Champion Of The World,4.07,39802,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
