User-ID,isbn,Book-Rating,original_title,authors,original_publication_year,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
13604,0684195984,10,FROM POTTER'S FIELD,Patricia Cornwell,1995,Scribner,http://images.amazon.com/images/P/0684195984.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684195984.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684195984.01.LZZZZZZZ.jpg
277928,0804105820,9,It Was on Fire When I Lay Down on It,Robert Fulghum,1993,Ivy Books,http://images.amazon.com/images/P/0804105820.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804105820.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804105820.01.LZZZZZZZ.jpg
60287,0399149244,8,Tricky Business,Dave Barry,2002,Putnam Publishing Group,http://images.amazon.com/images/P/0399149244.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399149244.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399149244.01.LZZZZZZZ.jpg
277937,0316168815,7,The Lovely Bones,Alice Sebold,2004,Back Bay Books,http://images.amazon.com/images/P/0316168815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316168815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316168815.01.LZZZZZZZ.jpg
277937,0345468694,6,Blessings,ANNA QUINDLEN,2004,Fawcett Books,http://images.amazon.com/images/P/0345468694.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345468694.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345468694.01.LZZZZZZZ.jpg
277937,0452283205,7,Falling Angels,Tracy Chevalier,2002,Plume Books,http://images.amazon.com/images/P/0452283205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.LZZZZZZZ.jpg
11676,0684865742,8,Tis: A Memoir,Frank McCourt,2000,Scribner,http://images.amazon.com/images/P/0684865742.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.LZZZZZZZ.jpg
277937,0743225325,6,Good Harbor: A Novel,Anita Diamant,2001,Scribner,http://images.amazon.com/images/P/0743225325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743225325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743225325.01.LZZZZZZZ.jpg
277937,0743237188,7,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone,http://images.amazon.com/images/P/0743237188.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.LZZZZZZZ.jpg
15144,0425141233,5,Winter Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425141233.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425141233.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425141233.01.LZZZZZZZ.jpg
11676,055328942X,10,"The Shelters of Stone (Earth's Children, Book 5)",JEAN M. AUEL,2003,Bantam,http://images.amazon.com/images/P/055328942X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055328942X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055328942X.01.LZZZZZZZ.jpg
277938,0743437802,9,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2003,Pocket,http://images.amazon.com/images/P/0743437802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743437802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743437802.01.LZZZZZZZ.jpg
277945,0312974256,6,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312974256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312974256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312974256.01.LZZZZZZZ.jpg
277945,0312983301,6,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983301.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312983301.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312983301.01.LZZZZZZZ.jpg
1131,0312983824,6,Faking It,Jennifer Crusie,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312983824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312983824.01.LZZZZZZZ.jpg
3775,0425188787,5,Hunting Season (Anna Pigeon Novels (Paperback)),Nevada Barr,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425188787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425188787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425188787.01.LZZZZZZZ.jpg
277945,0451203771,8,Scarlet Feather,Maeve Binchy,2002,Signet Book,http://images.amazon.com/images/P/0451203771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451203771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451203771.01.LZZZZZZZ.jpg
277945,051512317X,7,Rising Tides,Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/051512317X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.LZZZZZZZ.jpg
277945,0515124214,7,Inner Harbor (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515124214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515124214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515124214.01.LZZZZZZZ.jpg
277945,0515134384,7,The Cat Who Went Up the Creek,Lilian Jackson Braun,2003,Jove Books,http://images.amazon.com/images/P/0515134384.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515134384.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515134384.01.LZZZZZZZ.jpg
2033,051513628X,6,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/051513628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.LZZZZZZZ.jpg
277945,0515136379,7,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515136379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.LZZZZZZZ.jpg
277945,0515136530,7,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns,http://images.amazon.com/images/P/0515136530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.LZZZZZZZ.jpg
277945,0515137111,8,Birthright,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515137111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515137111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515137111.01.LZZZZZZZ.jpg
9354,0425147517,10,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147517.01.LZZZZZZZ.jpg
1435,0684855631,9,The Empty Chair,Jeffery Deaver,2000,Simon & Schuster,http://images.amazon.com/images/P/0684855631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684855631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684855631.01.LZZZZZZZ.jpg
277959,0743204697,10,The Woman Next Door,Barbara Delinsky,2001,Simon & Schuster,http://images.amazon.com/images/P/0743204697.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743204697.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743204697.01.LZZZZZZZ.jpg
277959,0767905385,6,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway,http://images.amazon.com/images/P/0767905385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.LZZZZZZZ.jpg
929,0451169530,6,The Stand: Complete and Uncut,Stephen King,1991,Signet Book,http://images.amazon.com/images/P/0451169530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451169530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451169530.01.LZZZZZZZ.jpg
277965,0316789089,5,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown",http://images.amazon.com/images/P/0316789089.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316789089.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316789089.01.LZZZZZZZ.jpg
2012,0345353145,8,Sphere,MICHAEL CRICHTON,1988,Ballantine Books,http://images.amazon.com/images/P/0345353145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345353145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345353145.01.LZZZZZZZ.jpg
6941,0345354613,9,Eaters of the Dead,MICHAEL CRICHTON,1988,Ballantine Books,http://images.amazon.com/images/P/0345354613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345354613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345354613.01.LZZZZZZZ.jpg
1848,0345378482,8,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books,http://images.amazon.com/images/P/0345378482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345378482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345378482.01.LZZZZZZZ.jpg
1235,0345378490,9,Congo,Michael Crichton,1995,Ballantine Books,http://images.amazon.com/images/P/0345378490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg
4107,0345380371,5,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books,http://images.amazon.com/images/P/0345380371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345380371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345380371.01.LZZZZZZZ.jpg
16,0345402871,9,Airframe,Michael Crichton,1997,Ballantine Books,http://images.amazon.com/images/P/0345402871.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345402871.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345402871.01.LZZZZZZZ.jpg
1548,034540288X,5,The Lost World,Michael Crichton,1996,Ballantine Books,http://images.amazon.com/images/P/034540288X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034540288X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034540288X.01.LZZZZZZZ.jpg
1376,0345417623,8,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,http://images.amazon.com/images/P/0345417623.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345417623.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345417623.01.LZZZZZZZ.jpg
11676,0679433740,2,Paradise,Toni Morrison,1998,Alfred A. Knopf,http://images.amazon.com/images/P/0679433740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679433740.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679433740.01.LZZZZZZZ.jpg
277965,0679457526,9,Into Thin Air : A Personal Account of the Mount Everest Disaster,JON KRAKAUER,1997,Villard,http://images.amazon.com/images/P/0679457526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679457526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679457526.01.LZZZZZZZ.jpg
277965,0684874350,10,ANGELA'S ASHES,Frank McCourt,1996,Scribner,http://images.amazon.com/images/P/0684874350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.LZZZZZZZ.jpg
277965,0786881852,7,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion,http://images.amazon.com/images/P/0786881852.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.LZZZZZZZ.jpg
16795,1573221112,8,The Art of Happiness: A Handbook for Living,Dalai Lama,1998,Penguin Putnam,http://images.amazon.com/images/P/1573221112.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573221112.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573221112.01.LZZZZZZZ.jpg
277969,0446527785,8,A Bend in the Road,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446527785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg
277984,0345386108,10,Winter Moon,Dean R. Koontz,1995,Ballantine Books,http://images.amazon.com/images/P/0345386108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345386108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345386108.01.LZZZZZZZ.jpg
9884,0425153975,10,The Eyes of Darkness,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425153975.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425153975.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425153975.01.LZZZZZZZ.jpg
3817,0440206154,7,Red Dragon,Thomas Harris,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440206154.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440206154.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440206154.01.LZZZZZZZ.jpg
278188,0446603589,9,Absolute Power,David Baldacci,1996,Warner Books,http://images.amazon.com/images/P/0446603589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603589.01.LZZZZZZZ.jpg
277989,1558745157,6,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications,http://images.amazon.com/images/P/1558745157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558745157.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558745157.01.LZZZZZZZ.jpg
3542,044651652X,3,The Bridges of Madison County,Robert James Waller,1992,Warner Books,http://images.amazon.com/images/P/044651652X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg
819,0451124340,5,Different Seasons,Stephen King,1983,Penguin Putnam~mass,http://images.amazon.com/images/P/0451124340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451124340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451124340.01.LZZZZZZZ.jpg
278007,034543479X,8,A Widow for One Year,JOHN IRVING,2001,Fawcett,http://images.amazon.com/images/P/034543479X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034543479X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034543479X.01.LZZZZZZZ.jpg
278007,0374480095,8,Tuck Everlasting,Natalie Babbitt,1985,"Farrar, Straus and Giroux (BYR)",http://images.amazon.com/images/P/0374480095.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374480095.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374480095.01.LZZZZZZZ.jpg
278007,0804115761,7,Thousand Acres,JANE SMILEY,1996,Ivy Books,http://images.amazon.com/images/P/0804115761.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804115761.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804115761.01.LZZZZZZZ.jpg
11676,0743203631,7,Gap Creek: The Story Of A Marriage,Robert Morgan,2000,Touchstone,http://images.amazon.com/images/P/0743203631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743203631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743203631.01.LZZZZZZZ.jpg
3556,0440439884,10,Island of the Blue Dolphins,SCOTT O'DELL,1971,Random House Children's Books,http://images.amazon.com/images/P/0440439884.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440439884.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440439884.01.LZZZZZZZ.jpg
5791,0449003795,7,P Is for Peril,Sue Grafton,2002,Ballantine Books,http://images.amazon.com/images/P/0449003795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449003795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449003795.01.LZZZZZZZ.jpg
278026,0380820889,8,Blindsighted,Karin Slaughter,2002,HarperTorch,http://images.amazon.com/images/P/0380820889.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380820889.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380820889.01.LZZZZZZZ.jpg
278026,0399142649,8,The Maze,Catherine Coulter,1997,Putnam Publishing Group,http://images.amazon.com/images/P/0399142649.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399142649.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399142649.01.LZZZZZZZ.jpg
278026,0446527041,8,The Crush,Sandra Brown,2002,Warner Books,http://images.amazon.com/images/P/0446527041.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527041.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527041.01.LZZZZZZZ.jpg
278026,0451206525,8,Dead Sleep,Greg Iles,2002,Signet Book,http://images.amazon.com/images/P/0451206525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451206525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451206525.01.LZZZZZZZ.jpg
278026,0515130389,8,Carolina Moon,Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515130389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515130389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515130389.01.LZZZZZZZ.jpg
278026,0553582364,6,A Traitor to Memory,Elizabeth George,2002,Bantam Books,http://images.amazon.com/images/P/0553582364.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582364.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582364.01.LZZZZZZZ.jpg
278026,0684810387,8,MOONLIGHT BECOMES YOU,Mary Higgins Clark,1996,Simon & Schuster,http://images.amazon.com/images/P/0684810387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684810387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684810387.01.LZZZZZZZ.jpg
487,0345441133,7,Summer Island,KRISTIN HANNAH,2002,Ballantine Books,http://images.amazon.com/images/P/0345441133.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345441133.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345441133.01.LZZZZZZZ.jpg
2292,0451204948,8,A Day Late and a Dollar Short,Terry McMillan,2002,Signet Book,http://images.amazon.com/images/P/0451204948.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451204948.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451204948.01.LZZZZZZZ.jpg
278044,0553564528,7,Guilty as Sin,TAMI HOAG,1997,Bantam,http://images.amazon.com/images/P/0553564528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.LZZZZZZZ.jpg
278063,0452281253,7,Anthem,Ayn Rand,1999,Plume Books,http://images.amazon.com/images/P/0452281253.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452281253.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452281253.01.LZZZZZZZ.jpg
278075,044900371X,7,The Orchid Thief (Ballantine Reader's Circle),Susan Orlean,2000,Ballantine Books,http://images.amazon.com/images/P/044900371X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044900371X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044900371X.01.LZZZZZZZ.jpg
278100,0451160916,8,The Shining,Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451160916.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451160916.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451160916.01.LZZZZZZZ.jpg
244,0804111359,8,Secret History,DONNA TARTT,1993,Ballantine Books,http://images.amazon.com/images/P/0804111359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804111359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804111359.01.LZZZZZZZ.jpg
278106,0140244824,9,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books,http://images.amazon.com/images/P/0140244824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140244824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140244824.01.LZZZZZZZ.jpg
1022,0375702709,10,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA,http://images.amazon.com/images/P/0375702709.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375702709.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375702709.01.LZZZZZZZ.jpg
278110,0671870998,8,The Wedding,Julie Garwood,1996,Pocket Books,http://images.amazon.com/images/P/0671870998.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671870998.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671870998.01.LZZZZZZZ.jpg
8454,1573220876,5,About a Boy,Nick Hornby,1998,Riverhead Books,http://images.amazon.com/images/P/1573220876.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573220876.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573220876.01.LZZZZZZZ.jpg
5766,0312924801,7,September,Rosamunde Pilcher,1991,St. Martin's Press,http://images.amazon.com/images/P/0312924801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312924801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312924801.01.LZZZZZZZ.jpg
278119,044661162X,9,Chasing the Dime,Michael Connelly,2003,Warner Books,http://images.amazon.com/images/P/044661162X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044661162X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044661162X.01.LZZZZZZZ.jpg
278122,0375727345,10,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,http://images.amazon.com/images/P/0375727345.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.LZZZZZZZ.jpg
278131,0060958022,8,Five Quarters of the Orange,Joanne Harris,2002,Perennial,http://images.amazon.com/images/P/0060958022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.LZZZZZZZ.jpg
278137,0345337662,7,Interview with the Vampire,Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/0345337662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.LZZZZZZZ.jpg
3578,0345347951,8,Childhood's End,Arthur C. Clarke,1987,Del Rey Books,http://images.amazon.com/images/P/0345347951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345347951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345347951.01.LZZZZZZZ.jpg
278545,0440200989,9,Weep No More My Lady,Mary Higgins Clark,1993,Dell,http://images.amazon.com/images/P/0440200989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440200989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440200989.01.LZZZZZZZ.jpg
11676,0440224772,6,Mirror Image,Danielle Steel,1999,Dell Publishing Company,http://images.amazon.com/images/P/0440224772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224772.01.LZZZZZZZ.jpg
11676,0440235596,6,Tara Road,Maeve Binchy,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440235596.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440235596.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440235596.01.LZZZZZZZ.jpg
278137,0440940001,8,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978,Laure Leaf,http://images.amazon.com/images/P/0440940001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440940001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440940001.01.LZZZZZZZ.jpg
638,0446527793,10,The Guardian,Nicholas Sparks,2003,Warner Books,http://images.amazon.com/images/P/0446527793.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527793.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527793.01.LZZZZZZZ.jpg
278137,0446606812,7,Message in a Bottle,Nicholas Sparks,1999,Warner Vision,http://images.amazon.com/images/P/0446606812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446606812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446606812.01.LZZZZZZZ.jpg
278137,0670894508,4,Cause Celeb,Helen Fielding,2001,Viking Books,http://images.amazon.com/images/P/0670894508.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670894508.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670894508.01.LZZZZZZZ.jpg
11676,0671568175,7,Let Me Call You Sweetheart,Mary Higgins Clark,1996,Pocket,http://images.amazon.com/images/P/0671568175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.LZZZZZZZ.jpg
11245,0671673688,8,While My Pretty One Sleeps,Mary Higgins Clark,1990,Pocket,http://images.amazon.com/images/P/0671673688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.LZZZZZZZ.jpg
11676,0671867091,9,Remember Me,Mary Higgins Clark,1995,Pocket,http://images.amazon.com/images/P/0671867091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867091.01.LZZZZZZZ.jpg
5539,0385490445,10,Alias Grace : A Novel,Margaret Atwood,1997,Anchor,http://images.amazon.com/images/P/0385490445.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385490445.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385490445.01.LZZZZZZZ.jpg
278181,0399139087,7,Second Nature,Alice Hoffman,1994,Putnam Pub Group,http://images.amazon.com/images/P/0399139087.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399139087.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399139087.01.LZZZZZZZ.jpg
24623,0399146253,6,The Last Precinct,Patricia Daniels Cornwell,2000,Putnam Publishing Group,http://images.amazon.com/images/P/0399146253.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146253.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146253.01.LZZZZZZZ.jpg
2276,0399146725,10,The Jury,Steve Martini,2001,G. P. Putnam's Sons,http://images.amazon.com/images/P/0399146725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146725.01.LZZZZZZZ.jpg
